FIPS:Block,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,FIPS:County,FIPS:State,Cantidad de Casos
260290002001038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260350007001026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260450205003004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260450212011044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260450214012021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260490024003000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260490028002107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260510005003004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260650007002010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260650052015002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260730004001004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260750006001055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260750011002009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260750059004000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260750062003049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260770002011010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260770020032029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260770028023012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260770067021033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260810035002008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260810106004010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260810126072003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260810127034000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260810142001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260810142002031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260810148032020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260937409001001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260979501002018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260992509001009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260992617002004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261010008003031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261030015002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261112907003006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261179704003036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261251435005010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261251445002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261251501001012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261251611001013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261251715003003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261251846002002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261251971001004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261339701002046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261390220013008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261450009003060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261450106002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261476440004023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635249001004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635254001008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635309001009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635342005006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635355001007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635355002004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635361001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635373003003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635414001009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635467004003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635468004011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635547001008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635680001007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635743001025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635857002029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635893001012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261635943002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270017703003002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270030507043012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270030514001019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270074502001043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270131702001168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270190905011001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270190910003028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270219606001037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270370607102013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270370607253018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270370607271020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270370607441003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270370608201008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270370611052004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270414501001003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270414507021093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270459601001141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270510702001177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270530001023015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270530022001005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270530207003002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270530215031002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270530224004000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270530256031000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270530259034017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270530265071024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270531008004007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270531013001003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270531028001008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270531062003005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270614807004127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270654803002028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270859504001027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270917906001071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270959702001206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270990008001001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271034805021041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230314001017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230317012006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230323002009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230331002016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230335002002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230347013003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230347021002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230368002009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230406041012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230418004012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271230419003015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271370135001058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271390805002021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271450005004033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271450006013021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271630704063006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271630706023033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271659502003027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280279504002017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280330702101032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280330703101016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280330705212007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280350101021089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280350105001052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280399503011010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280399503021033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280439502002105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280450303008149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280470017002002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280470017004025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280470018003040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280470020002038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280470035053000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280470036002069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280490037001005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280490102011031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280490103041031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280490115002005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280590402042044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280590408003000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280590417002010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280639501006016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280719505032000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280730203022042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280730206004056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280750011011008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280750103021032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280750105005004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280819508002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280819509011032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280859505005030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280870007004010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280870008001046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280870008003023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280870009001097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280890302012028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280959502001122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280959505011078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280990102001031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281079503003034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281099505022029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281139501013004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281159504003051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281210201021064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281210208022040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281310202022101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281419502002020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281419503002137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281510007013004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281619502004048,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
290119603001118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290190005001025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290190010011001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290210010002031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290210030001082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290210030001161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290239503003016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290270704004017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290318813001043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290370603051020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290430202031087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290470202021024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290470206021012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290470214011029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290470218062039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290470223022000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290510105001047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290554501024027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290630802003210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290770008001039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290770013021009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290770018003010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290770019002018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290770022001024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290770033003013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290770047001060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290839505002038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290910903001013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950018004001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950019001015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950023002031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950056011012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950056021000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950056021003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950060002016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950061003006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950076001030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950080003006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950081001021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950087002019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950095003005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950111001006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950112002007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950129065004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950131001010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950132034009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950134101009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950141142022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950142042031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950147011020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950148062000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950151001129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950156002033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950157002038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290950164001012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290970101001009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290970117005047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291019609004004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291059602985260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291070906013015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291094704005015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291094706023046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291439603002023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291450202005006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291594802001129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291594807002006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291833117122035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291879506002024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892102003002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892103001008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892107023007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892108042005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892110001003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892120011021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892166002007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892195001003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892198002004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892201001035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892207011016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892213011026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291892216292007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292090904002041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292294904006034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101013003022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101014003020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101023002004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101034002000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101064004003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101066002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101073004006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101073005012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101083002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101102002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101111002019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101112001009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101112002017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101123001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101156003004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101156003016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101157001008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101163022000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101164001006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101211001010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101242002009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101246001009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101266002104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295101271001022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300010001002169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300039407002033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300130002001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300130010002010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300130018001003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300310003001131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300310011021013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300630002013021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300630002014007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300630011003023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300670004003002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300710602004824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300930002003026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301110002001012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301110004022006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301110004023041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301110004023051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301110004023057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301110009013029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301110011003000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310259657003061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310339549004051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310419718001212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310430101002010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310499554002231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550007001049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550012003015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550021001014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550027001011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550037003014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550062024006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550070013004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550074711004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310550074723015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310790001002072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310790002004119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311090029002021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311090037082020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311530105013025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311619517003019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311770501021032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311859697002090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030002011007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030002033016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030004031015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030005211001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030005212006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030005231018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030005251000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030007003036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030007003041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030012003020,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
320030016081004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030018013000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030020002002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030024051000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030025011018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030028352006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029152000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029191003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029191004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029381001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029411003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029511005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029512000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029561007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030029811014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030030052002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030032411010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320030033161000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
