State;Violent Crime Rate;Date
WY;244.2;2016-11
AL;532.3;2016-12
AK;804.2;2016-12
AZ;470.1;2016-12
AR;550.9;2016-12
CA;445.3;2016-12
CO;342.6;2016-12
CT;227.1;2016-12
DE;508.8;2016-12
FL;430.3;2016-12
GA;397.6;2016-12
HI;309.2;2016-12
ID;230.3;2016-12
IL;436.3;2016-12
IN;404.7;2016-12
IA;290.6;2016-12
KS;380.4;2016-12
KY;232.3;2016-12
LA;566.1;2016-12
ME;123.8;2016-12
MD;472;2016-12
MA;376.9;2016-12
MI;459;2016-12
MN;242.6;2016-12
MS;280.5;2016-12
MO;519.4;2016-12
MT;368.3;2016-12
NE;291;2016-12
NV;678.1;2016-12
NH;197.6;2016-12
NJ;245;2016-12
NM;702.5;2016-12
NY;376.2;2016-12
NC;372.2;2016-12
ND;251.1;2016-12
OH;300.3;2016-12
OK;449.8;2016-12
OR;264.6;2016-12
PA;316.4;2016-12
RI;238.9;2016-12
SC;501.8;2016-12
SD;418.4;2016-12
TN;632.9;2016-12
TX;434.4;2016-12
UT;242.8;2016-12
VT;158.3;2016-12
VA;217.6;2016-12
WA;302.2;2016-12
WV;358.1;2016-12
WI;305.9;2016-12
WY;244.2;2016-12
AL;524.2;2017-01
AK;829;2017-01
AZ;508;2017-01
AR;554.9;2017-01
CA;449.3;2017-01
CO;368.1;2017-01
CT;228;2017-01
DE;453.4;2017-01
FL;408;2017-01
GA;357.2;2017-01
HI;250.6;2017-01
ID;226.4;2017-01
IL;438.8;2017-01
IN;399;2017-01
IA;293.4;2017-01
KS;413;2017-01
KY;225.8;2017-01
LA;557;2017-01
ME;121;2017-01
MD;500.2;2017-01
MA;358;2017-01
MI;450;2017-01
MN;238.3;2017-01
MS;285.7;2017-01
MO;530.3;2017-01
MT;377.1;2017-01
NE;305.9;2017-01
NV;555.9;2017-01
NH;198.7;2017-01
NJ;228.8;2017-01
NM;783.5;2017-01
NY;356.7;2017-01
NC;363.7;2017-01
ND;281.3;2017-01
OH;297.5;2017-01
OK;456.2;2017-01
OR;281.8;2017-01
PA;313.3;2017-01
RI;232.2;2017-01
SC;506.2;2017-01
SD;433.6;2017-01
TN;651.5;2017-01
TX;438.9;2017-01
UT;238.9;2017-01
VT;165.8;2017-01
VA;208.2;2017-01
WA;304.5;2017-01
WV;350.7;2017-01
WI;319.9;2017-01
WY;237.5;2017-01
AL;524.2;2017-02
AK;829;2017-02
AZ;508;2017-02
AR;554.9;2017-02
CA;449.3;2017-02
CO;368.1;2017-02
CT;228;2017-02
DE;453.4;2017-02
FL;408;2017-02
GA;357.2;2017-02
HI;250.6;2017-02
ID;226.4;2017-02
IL;438.8;2017-02
IN;399;2017-02
IA;293.4;2017-02
KS;413;2017-02
KY;225.8;2017-02
LA;557;2017-02
ME;121;2017-02
MD;500.2;2017-02
MA;358;2017-02
MI;450;2017-02
MN;238.3;2017-02
MS;285.7;2017-02
MO;530.3;2017-02
MT;377.1;2017-02
NE;305.9;2017-02
NV;555.9;2017-02
NH;198.7;2017-02
NJ;228.8;2017-02
NM;783.5;2017-02
NY;356.7;2017-02
NC;363.7;2017-02
ND;281.3;2017-02
OH;297.5;2017-02
OK;456.2;2017-02
OR;281.8;2017-02
PA;313.3;2017-02
RI;232.2;2017-02
SC;506.2;2017-02
SD;433.6;2017-02
TN;651.5;2017-02
TX;438.9;2017-02
UT;238.9;2017-02
VT;165.8;2017-02
VA;208.2;2017-02
WA;304.5;2017-02
WV;350.7;2017-02
WI;319.9;2017-02
WY;237.5;2017-02
AL;524.2;2017-03
AK;829;2017-03
AZ;508;2017-03
AR;554.9;2017-03
CA;449.3;2017-03
CO;368.1;2017-03
CT;228;2017-03
DE;453.4;2017-03
FL;408;2017-03
GA;357.2;2017-03
HI;250.6;2017-03
ID;226.4;2017-03
IL;438.8;2017-03
IN;399;2017-03
IA;293.4;2017-03
KS;413;2017-03
KY;225.8;2017-03
LA;557;2017-03
ME;121;2017-03
MD;500.2;2017-03
MA;358;2017-03
MI;450;2017-03
MN;238.3;2017-03
MS;285.7;2017-03
MO;530.3;2017-03
MT;377.1;2017-03
NE;305.9;2017-03
NV;555.9;2017-03
NH;198.7;2017-03
NJ;228.8;2017-03
NM;783.5;2017-03
NY;356.7;2017-03
NC;363.7;2017-03
ND;281.3;2017-03
OH;297.5;2017-03
OK;456.2;2017-03
OR;281.8;2017-03
PA;313.3;2017-03
RI;232.2;2017-03
SC;506.2;2017-03
SD;433.6;2017-03
TN;651.5;2017-03
TX;438.9;2017-03
UT;238.9;2017-03
VT;165.8;2017-03
VA;208.2;2017-03
WA;304.5;2017-03
WV;350.7;2017-03
WI;319.9;2017-03
WY;237.5;2017-03
AL;524.2;2017-04
AK;829;2017-04
AZ;508;2017-04
AR;554.9;2017-04
CA;449.3;2017-04
CO;368.1;2017-04
CT;228;2017-04
DE;453.4;2017-04
FL;408;2017-04
GA;357.2;2017-04
HI;250.6;2017-04
ID;226.4;2017-04
IL;438.8;2017-04
IN;399;2017-04
IA;293.4;2017-04
KS;413;2017-04
KY;225.8;2017-04
LA;557;2017-04
ME;121;2017-04
MD;500.2;2017-04
MA;358;2017-04
MI;450;2017-04
MN;238.3;2017-04
MS;285.7;2017-04
MO;530.3;2017-04
MT;377.1;2017-04
NE;305.9;2017-04
NV;555.9;2017-04
NH;198.7;2017-04
NJ;228.8;2017-04
NM;783.5;2017-04
NY;356.7;2017-04
NC;363.7;2017-04
ND;281.3;2017-04
OH;297.5;2017-04
OK;456.2;2017-04
OR;281.8;2017-04
PA;313.3;2017-04
RI;232.2;2017-04
SC;506.2;2017-04
SD;433.6;2017-04
TN;651.5;2017-04
TX;438.9;2017-04
UT;238.9;2017-04
VT;165.8;2017-04
VA;208.2;2017-04
WA;304.5;2017-04
WV;350.7;2017-04
WI;319.9;2017-04
WY;237.5;2017-04
AL;524.2;2017-05
AK;829;2017-05
AZ;508;2017-05
AR;554.9;2017-05
CA;449.3;2017-05
CO;368.1;2017-05
CT;228;2017-05
DE;453.4;2017-05
FL;408;2017-05
GA;357.2;2017-05
HI;250.6;2017-05
ID;226.4;2017-05
IL;438.8;2017-05
IN;399;2017-05
IA;293.4;2017-05
KS;413;2017-05
KY;225.8;2017-05
LA;557;2017-05
ME;121;2017-05
MD;500.2;2017-05
MA;358;2017-05
MI;450;2017-05
MN;238.3;2017-05
MS;285.7;2017-05
MO;530.3;2017-05
MT;377.1;2017-05
NE;305.9;2017-05
NV;555.9;2017-05
NH;198.7;2017-05
NJ;228.8;2017-05
NM;783.5;2017-05
NY;356.7;2017-05
NC;363.7;2017-05
ND;281.3;2017-05
OH;297.5;2017-05
OK;456.2;2017-05
OR;281.8;2017-05
PA;313.3;2017-05
RI;232.2;2017-05
SC;506.2;2017-05
SD;433.6;2017-05
TN;651.5;2017-05
TX;438.9;2017-05
UT;238.9;2017-05
VT;165.8;2017-05
VA;208.2;2017-05
WA;304.5;2017-05
WV;350.7;2017-05
WI;319.9;2017-05
WY;237.5;2017-05
AL;524.2;2017-06
AK;829;2017-06
AZ;508;2017-06
AR;554.9;2017-06
CA;449.3;2017-06
CO;368.1;2017-06
CT;228;2017-06
DE;453.4;2017-06
FL;408;2017-06
GA;357.2;2017-06
HI;250.6;2017-06
ID;226.4;2017-06
IL;438.8;2017-06
IN;399;2017-06
IA;293.4;2017-06
KS;413;2017-06
KY;225.8;2017-06
LA;557;2017-06
ME;121;2017-06
MD;500.2;2017-06
MA;358;2017-06
MI;450;2017-06
MN;238.3;2017-06
MS;285.7;2017-06
MO;530.3;2017-06
MT;377.1;2017-06
NE;305.9;2017-06
NV;555.9;2017-06
NH;198.7;2017-06
NJ;228.8;2017-06
NM;783.5;2017-06
NY;356.7;2017-06
NC;363.7;2017-06
ND;281.3;2017-06
OH;297.5;2017-06
OK;456.2;2017-06
OR;281.8;2017-06
PA;313.3;2017-06
RI;232.2;2017-06
SC;506.2;2017-06
SD;433.6;2017-06
TN;651.5;2017-06
TX;438.9;2017-06
UT;238.9;2017-06
VT;165.8;2017-06
VA;208.2;2017-06
WA;304.5;2017-06
WV;350.7;2017-06
WI;319.9;2017-06
WY;237.5;2017-06
AL;524.2;2017-07
AK;829;2017-07
AZ;508;2017-07
AR;554.9;2017-07
CA;449.3;2017-07
CO;368.1;2017-07
CT;228;2017-07
DE;453.4;2017-07
FL;408;2017-07
GA;357.2;2017-07
HI;250.6;2017-07
ID;226.4;2017-07
IL;438.8;2017-07
IN;399;2017-07
IA;293.4;2017-07
KS;413;2017-07
KY;225.8;2017-07
LA;557;2017-07
ME;121;2017-07
MD;500.2;2017-07
MA;358;2017-07
MI;450;2017-07
MN;238.3;2017-07
MS;285.7;2017-07
MO;530.3;2017-07
MT;377.1;2017-07
NE;305.9;2017-07
NV;555.9;2017-07
NH;198.7;2017-07
NJ;228.8;2017-07
NM;783.5;2017-07
NY;356.7;2017-07
NC;363.7;2017-07
ND;281.3;2017-07
OH;297.5;2017-07
OK;456.2;2017-07
OR;281.8;2017-07
PA;313.3;2017-07
RI;232.2;2017-07
SC;506.2;2017-07
SD;433.6;2017-07
TN;651.5;2017-07
TX;438.9;2017-07
UT;238.9;2017-07
VT;165.8;2017-07
VA;208.2;2017-07
WA;304.5;2017-07
WV;350.7;2017-07
WI;319.9;2017-07
WY;237.5;2017-07
AL;524.2;2017-08
AK;829;2017-08
AZ;508;2017-08
AR;554.9;2017-08
CA;449.3;2017-08
CO;368.1;2017-08
CT;228;2017-08
DE;453.4;2017-08
FL;408;2017-08
GA;357.2;2017-08
HI;250.6;2017-08
ID;226.4;2017-08
IL;438.8;2017-08
IN;399;2017-08
IA;293.4;2017-08
KS;413;2017-08
KY;225.8;2017-08
LA;557;2017-08
ME;121;2017-08
MD;500.2;2017-08
MA;358;2017-08
MI;450;2017-08
MN;238.3;2017-08
MS;285.7;2017-08
MO;530.3;2017-08
MT;377.1;2017-08
NE;305.9;2017-08
NV;555.9;2017-08
NH;198.7;2017-08
NJ;228.8;2017-08
NM;783.5;2017-08
NY;356.7;2017-08
NC;363.7;2017-08
ND;281.3;2017-08
OH;297.5;2017-08
OK;456.2;2017-08
OR;281.8;2017-08
PA;313.3;2017-08
RI;232.2;2017-08
SC;506.2;2017-08
SD;433.6;2017-08
TN;651.5;2017-08
TX;438.9;2017-08
UT;238.9;2017-08
VT;165.8;2017-08
VA;208.2;2017-08
WA;304.5;2017-08
WV;350.7;2017-08
WI;319.9;2017-08
WY;237.5;2017-08
AL;524.2;2017-09
AK;829;2017-09
AZ;508;2017-09
AR;554.9;2017-09
CA;449.3;2017-09
CO;368.1;2017-09
CT;228;2017-09
DE;453.4;2017-09
FL;408;2017-09
GA;357.2;2017-09
HI;250.6;2017-09
ID;226.4;2017-09
IL;438.8;2017-09
IN;399;2017-09
IA;293.4;2017-09
KS;413;2017-09
KY;225.8;2017-09
LA;557;2017-09
ME;121;2017-09
MD;500.2;2017-09
MA;358;2017-09
MI;450;2017-09
MN;238.3;2017-09
MS;285.7;2017-09
MO;530.3;2017-09
MT;377.1;2017-09
NE;305.9;2017-09
NV;555.9;2017-09
NH;198.7;2017-09
NJ;228.8;2017-09
NM;783.5;2017-09
NY;356.7;2017-09
NC;363.7;2017-09
ND;281.3;2017-09
OH;297.5;2017-09
OK;456.2;2017-09
OR;281.8;2017-09
PA;313.3;2017-09
RI;232.2;2017-09
SC;506.2;2017-09
SD;433.6;2017-09
TN;651.5;2017-09
TX;438.9;2017-09
UT;238.9;2017-09
VT;165.8;2017-09
VA;208.2;2017-09
WA;304.5;2017-09
WV;350.7;2017-09
WI;319.9;2017-09
WY;237.5;2017-09
AL;524.2;2017-10
AK;829;2017-10
AZ;508;2017-10
AR;554.9;2017-10
CA;449.3;2017-10
CO;368.1;2017-10
CT;228;2017-10
DE;453.4;2017-10
FL;408;2017-10
GA;357.2;2017-10
HI;250.6;2017-10
ID;226.4;2017-10
IL;438.8;2017-10
IN;399;2017-10
IA;293.4;2017-10
KS;413;2017-10
KY;225.8;2017-10
LA;557;2017-10
ME;121;2017-10
MD;500.2;2017-10
MA;358;2017-10
MI;450;2017-10
MN;238.3;2017-10
MS;285.7;2017-10
MO;530.3;2017-10
MT;377.1;2017-10
NE;305.9;2017-10
NV;555.9;2017-10
NH;198.7;2017-10
NJ;228.8;2017-10
NM;783.5;2017-10
NY;356.7;2017-10
NC;363.7;2017-10
ND;281.3;2017-10
OH;297.5;2017-10
OK;456.2;2017-10
OR;281.8;2017-10
PA;313.3;2017-10
RI;232.2;2017-10
SC;506.2;2017-10
SD;433.6;2017-10
TN;651.5;2017-10
TX;438.9;2017-10
UT;238.9;2017-10
VT;165.8;2017-10
VA;208.2;2017-10
WA;304.5;2017-10
WV;350.7;2017-10
WI;319.9;2017-10
WY;237.5;2017-10
AL;524.2;2017-11
AK;829;2017-11
AZ;508;2017-11
AR;554.9;2017-11
CA;449.3;2017-11
CO;368.1;2017-11
CT;228;2017-11
DE;453.4;2017-11
FL;408;2017-11
GA;357.2;2017-11
HI;250.6;2017-11
ID;226.4;2017-11
IL;438.8;2017-11
IN;399;2017-11
IA;293.4;2017-11
KS;413;2017-11
KY;225.8;2017-11
LA;557;2017-11
ME;121;2017-11
MD;500.2;2017-11
MA;358;2017-11
MI;450;2017-11
MN;238.3;2017-11
MS;285.7;2017-11
MO;530.3;2017-11
MT;377.1;2017-11
NE;305.9;2017-11
NV;555.9;2017-11
NH;198.7;2017-11
NJ;228.8;2017-11
NM;783.5;2017-11
NY;356.7;2017-11
NC;363.7;2017-11
ND;281.3;2017-11
OH;297.5;2017-11
OK;456.2;2017-11
OR;281.8;2017-11
PA;313.3;2017-11
RI;232.2;2017-11
SC;506.2;2017-11
SD;433.6;2017-11
TN;651.5;2017-11
TX;438.9;2017-11
UT;238.9;2017-11
VT;165.8;2017-11
VA;208.2;2017-11
WA;304.5;2017-11
WV;350.7;2017-11
WI;319.9;2017-11
WY;237.5;2017-11
AL;524.2;2017-12
AK;829;2017-12
AZ;508;2017-12
AR;554.9;2017-12
CA;449.3;2017-12
CO;368.1;2017-12
CT;228;2017-12
DE;453.4;2017-12
FL;408;2017-12
GA;357.2;2017-12
HI;250.6;2017-12
ID;226.4;2017-12
IL;438.8;2017-12
IN;399;2017-12
IA;293.4;2017-12
KS;413;2017-12
KY;225.8;2017-12
LA;557;2017-12
ME;121;2017-12
MD;500.2;2017-12
MA;358;2017-12
MI;450;2017-12
MN;238.3;2017-12
MS;285.7;2017-12
MO;530.3;2017-12
MT;377.1;2017-12
NE;305.9;2017-12
NV;555.9;2017-12
NH;198.7;2017-12
NJ;228.8;2017-12
NM;783.5;2017-12
NY;356.7;2017-12
NC;363.7;2017-12
ND;281.3;2017-12
OH;297.5;2017-12
OK;456.2;2017-12
OR;281.8;2017-12
PA;313.3;2017-12
RI;232.2;2017-12
SC;506.2;2017-12
SD;433.6;2017-12
TN;651.5;2017-12
TX;438.9;2017-12
UT;238.9;2017-12
VT;165.8;2017-12
VA;208.2;2017-12
WA;304.5;2017-12
WV;350.7;2017-12
WI;319.9;2017-12
WY;237.5;2017-12
AL;519.6;2018-01
AK;885;2018-01
AZ;474.9;2018-01
AR;543.6;2018-01
CA;447.4;2018-01
CO;397.2;2018-01
CT;207.4;2018-01
DE;423.6;2018-01
FL;384.9;2018-01
GA;326.6;2018-01
HI;248.6;2018-01
ID;227.1;2018-01
IL;404.1;2018-01
IN;382.3;2018-01
IA;250.1;2018-01
KS;439;2018-01
KY;211.9;2018-01
LA;537.5;2018-01
ME;112.1;2018-01
MD;468.7;2018-01
MA;338.1;2018-01
MI;449.4;2018-01
MN;220.4;2018-01
MS;234.4;2018-01
MO;502.1;2018-01
MT;374.1;2018-01
NE;284.8;2018-01
NV;541.1;2018-01
NH;173.2;2018-01
NJ;208.1;2018-01
NM;856.6;2018-01
NY;350.5;2018-01
NC;377.6;2018-01
ND;280.6;2018-01
OH;279.9;2018-01
OK;466.1;2018-01
OR;285.5;2018-01
PA;306;2018-01
RI;219.1;2018-01
SC;488.3;2018-01
SD;404.7;2018-01
TN;623.7;2018-01
TX;410.9;2018-01
UT;233.1;2018-01
VT;172;2018-01
VA;200;2018-01
WA;311.5;2018-01
WV;289.9;2018-01
WI;295.4;2018-01
WY;212.2;2018-01
AL;519.6;2018-02
AK;885;2018-02
AZ;474.9;2018-02
AR;543.6;2018-02
CA;447.4;2018-02
CO;397.2;2018-02
CT;207.4;2018-02
DE;423.6;2018-02
FL;384.9;2018-02
GA;326.6;2018-02
HI;248.6;2018-02
ID;227.1;2018-02
IL;404.1;2018-02
IN;382.3;2018-02
IA;250.1;2018-02
KS;439;2018-02
KY;211.9;2018-02
LA;537.5;2018-02
ME;112.1;2018-02
MD;468.7;2018-02
MA;338.1;2018-02
MI;449.4;2018-02
MN;220.4;2018-02
MS;234.4;2018-02
MO;502.1;2018-02
MT;374.1;2018-02
NE;284.8;2018-02
NV;541.1;2018-02
NH;173.2;2018-02
NJ;208.1;2018-02
NM;856.6;2018-02
NY;350.5;2018-02
NC;377.6;2018-02
ND;280.6;2018-02
OH;279.9;2018-02
OK;466.1;2018-02
OR;285.5;2018-02
PA;306;2018-02
RI;219.1;2018-02
SC;488.3;2018-02
SD;404.7;2018-02
TN;623.7;2018-02
TX;410.9;2018-02
UT;233.1;2018-02
VT;172;2018-02
VA;200;2018-02
WA;311.5;2018-02
WV;289.9;2018-02
WI;295.4;2018-02
WY;212.2;2018-02
AL;519.6;2018-03
AK;885;2018-03
AZ;474.9;2018-03
AR;543.6;2018-03
CA;447.4;2018-03
CO;397.2;2018-03
CT;207.4;2018-03
DE;423.6;2018-03
FL;384.9;2018-03
GA;326.6;2018-03
HI;248.6;2018-03
ID;227.1;2018-03
IL;404.1;2018-03
IN;382.3;2018-03
IA;250.1;2018-03
KS;439;2018-03
KY;211.9;2018-03
LA;537.5;2018-03
ME;112.1;2018-03
MD;468.7;2018-03
MA;338.1;2018-03
MI;449.4;2018-03
MN;220.4;2018-03
MS;234.4;2018-03
MO;502.1;2018-03
MT;374.1;2018-03
NE;284.8;2018-03
NV;541.1;2018-03
NH;173.2;2018-03
NJ;208.1;2018-03
NM;856.6;2018-03
NY;350.5;2018-03
NC;377.6;2018-03
ND;280.6;2018-03
OH;279.9;2018-03
OK;466.1;2018-03
OR;285.5;2018-03
PA;306;2018-03
RI;219.1;2018-03
SC;488.3;2018-03
SD;404.7;2018-03
TN;623.7;2018-03
TX;410.9;2018-03
UT;233.1;2018-03
VT;172;2018-03
VA;200;2018-03
WA;311.5;2018-03
WV;289.9;2018-03
WI;295.4;2018-03
WY;212.2;2018-03
AL;519.6;2018-04
AK;885;2018-04
AZ;474.9;2018-04
AR;543.6;2018-04
CA;447.4;2018-04
CO;397.2;2018-04
CT;207.4;2018-04
DE;423.6;2018-04
FL;384.9;2018-04
GA;326.6;2018-04
HI;248.6;2018-04
ID;227.1;2018-04
IL;404.1;2018-04
IN;382.3;2018-04
IA;250.1;2018-04
KS;439;2018-04
KY;211.9;2018-04
LA;537.5;2018-04
ME;112.1;2018-04
MD;468.7;2018-04
MA;338.1;2018-04
MI;449.4;2018-04
MN;220.4;2018-04
MS;234.4;2018-04
MO;502.1;2018-04
MT;374.1;2018-04
NE;284.8;2018-04
NV;541.1;2018-04
NH;173.2;2018-04
NJ;208.1;2018-04
NM;856.6;2018-04
NY;350.5;2018-04
NC;377.6;2018-04
ND;280.6;2018-04
OH;279.9;2018-04
OK;466.1;2018-04
OR;285.5;2018-04
PA;306;2018-04
RI;219.1;2018-04
SC;488.3;2018-04
SD;404.7;2018-04
TN;623.7;2018-04
TX;410.9;2018-04
UT;233.1;2018-04
VT;172;2018-04
VA;200;2018-04
WA;311.5;2018-04
WV;289.9;2018-04
WI;295.4;2018-04
WY;212.2;2018-04
AL;519.6;2018-05
AK;885;2018-05
AZ;474.9;2018-05
AR;543.6;2018-05
CA;447.4;2018-05
CO;397.2;2018-05
CT;207.4;2018-05
DE;423.6;2018-05
FL;384.9;2018-05
GA;326.6;2018-05
HI;248.6;2018-05
ID;227.1;2018-05
IL;404.1;2018-05
IN;382.3;2018-05
IA;250.1;2018-05
KS;439;2018-05
KY;211.9;2018-05
LA;537.5;2018-05
ME;112.1;2018-05
MD;468.7;2018-05
MA;338.1;2018-05
MI;449.4;2018-05
MN;220.4;2018-05
MS;234.4;2018-05
MO;502.1;2018-05
MT;374.1;2018-05
NE;284.8;2018-05
NV;541.1;2018-05
NH;173.2;2018-05
NJ;208.1;2018-05
NM;856.6;2018-05
NY;350.5;2018-05
NC;377.6;2018-05
ND;280.6;2018-05
OH;279.9;2018-05
OK;466.1;2018-05
OR;285.5;2018-05
PA;306;2018-05
RI;219.1;2018-05
SC;488.3;2018-05
SD;404.7;2018-05
TN;623.7;2018-05
TX;410.9;2018-05
UT;233.1;2018-05
VT;172;2018-05
VA;200;2018-05
WA;311.5;2018-05
WV;289.9;2018-05
WI;295.4;2018-05
WY;212.2;2018-05
AL;519.6;2018-06
AK;885;2018-06
AZ;474.9;2018-06
AR;543.6;2018-06
CA;447.4;2018-06
CO;397.2;2018-06
CT;207.4;2018-06
DE;423.6;2018-06
FL;384.9;2018-06
GA;326.6;2018-06
HI;248.6;2018-06
ID;227.1;2018-06
IL;404.1;2018-06
IN;382.3;2018-06
IA;250.1;2018-06
KS;439;2018-06
KY;211.9;2018-06
LA;537.5;2018-06
ME;112.1;2018-06
MD;468.7;2018-06
MA;338.1;2018-06
MI;449.4;2018-06
MN;220.4;2018-06
MS;234.4;2018-06
MO;502.1;2018-06
MT;374.1;2018-06
NE;284.8;2018-06
NV;541.1;2018-06
NH;173.2;2018-06
NJ;208.1;2018-06
NM;856.6;2018-06
NY;350.5;2018-06
NC;377.6;2018-06
ND;280.6;2018-06
OH;279.9;2018-06
OK;466.1;2018-06
OR;285.5;2018-06
PA;306;2018-06
RI;219.1;2018-06
SC;488.3;2018-06
SD;404.7;2018-06
TN;623.7;2018-06
TX;410.9;2018-06
UT;233.1;2018-06
VT;172;2018-06
VA;200;2018-06
WA;311.5;2018-06
WV;289.9;2018-06
WI;295.4;2018-06
WY;212.2;2018-06
AL;519.6;2018-07
AK;885;2018-07
AZ;474.9;2018-07
AR;543.6;2018-07
CA;447.4;2018-07
CO;397.2;2018-07
CT;207.4;2018-07
DE;423.6;2018-07
FL;384.9;2018-07
GA;326.6;2018-07
HI;248.6;2018-07
ID;227.1;2018-07
IL;404.1;2018-07
IN;382.3;2018-07
IA;250.1;2018-07
KS;439;2018-07
KY;211.9;2018-07
LA;537.5;2018-07
ME;112.1;2018-07
MD;468.7;2018-07
MA;338.1;2018-07
MI;449.4;2018-07
MN;220.4;2018-07
MS;234.4;2018-07
MO;502.1;2018-07
MT;374.1;2018-07
NE;284.8;2018-07
NV;541.1;2018-07
NH;173.2;2018-07
NJ;208.1;2018-07
NM;856.6;2018-07
NY;350.5;2018-07
NC;377.6;2018-07
ND;280.6;2018-07
OH;279.9;2018-07
OK;466.1;2018-07
OR;285.5;2018-07
PA;306;2018-07
RI;219.1;2018-07
SC;488.3;2018-07
SD;404.7;2018-07
TN;623.7;2018-07
TX;410.9;2018-07
UT;233.1;2018-07
VT;172;2018-07
VA;200;2018-07
WA;311.5;2018-07
WV;289.9;2018-07
WI;295.4;2018-07
WY;212.2;2018-07
AL;519.6;2018-08
AK;885;2018-08
AZ;474.9;2018-08
AR;543.6;2018-08
CA;447.4;2018-08
CO;397.2;2018-08
CT;207.4;2018-08
DE;423.6;2018-08
FL;384.9;2018-08
GA;326.6;2018-08
HI;248.6;2018-08
ID;227.1;2018-08
IL;404.1;2018-08
IN;382.3;2018-08
IA;250.1;2018-08
KS;439;2018-08
KY;211.9;2018-08
LA;537.5;2018-08
ME;112.1;2018-08
MD;468.7;2018-08
MA;338.1;2018-08
MI;449.4;2018-08
MN;220.4;2018-08
MS;234.4;2018-08
MO;502.1;2018-08
MT;374.1;2018-08
NE;284.8;2018-08
NV;541.1;2018-08
NH;173.2;2018-08
NJ;208.1;2018-08
NM;856.6;2018-08
NY;350.5;2018-08
NC;377.6;2018-08
ND;280.6;2018-08
OH;279.9;2018-08
OK;466.1;2018-08
OR;285.5;2018-08
PA;306;2018-08
RI;219.1;2018-08
SC;488.3;2018-08
SD;404.7;2018-08
TN;623.7;2018-08
TX;410.9;2018-08
UT;233.1;2018-08
VT;172;2018-08
VA;200;2018-08
WA;311.5;2018-08
WV;289.9;2018-08
WI;295.4;2018-08
WY;212.2;2018-08
AL;519.6;2018-09
AK;885;2018-09
AZ;474.9;2018-09
AR;543.6;2018-09
CA;447.4;2018-09
CO;397.2;2018-09
CT;207.4;2018-09
DE;423.6;2018-09
FL;384.9;2018-09
GA;326.6;2018-09
HI;248.6;2018-09
ID;227.1;2018-09
IL;404.1;2018-09
IN;382.3;2018-09
IA;250.1;2018-09
KS;439;2018-09
KY;211.9;2018-09
LA;537.5;2018-09
ME;112.1;2018-09
MD;468.7;2018-09
MA;338.1;2018-09
MI;449.4;2018-09
MN;220.4;2018-09
MS;234.4;2018-09
MO;502.1;2018-09
MT;374.1;2018-09
NE;284.8;2018-09
NV;541.1;2018-09
NH;173.2;2018-09
NJ;208.1;2018-09
NM;856.6;2018-09
NY;350.5;2018-09
NC;377.6;2018-09
ND;280.6;2018-09
OH;279.9;2018-09
OK;466.1;2018-09
OR;285.5;2018-09
PA;306;2018-09
RI;219.1;2018-09
SC;488.3;2018-09
SD;404.7;2018-09
TN;623.7;2018-09
TX;410.9;2018-09
UT;233.1;2018-09
VT;172;2018-09
VA;200;2018-09
WA;311.5;2018-09
WV;289.9;2018-09
WI;295.4;2018-09
WY;212.2;2018-09
AL;519.6;2018-10
AK;885;2018-10
AZ;474.9;2018-10
AR;543.6;2018-10
CA;447.4;2018-10
CO;397.2;2018-10
CT;207.4;2018-10
DE;423.6;2018-10
FL;384.9;2018-10
GA;326.6;2018-10
HI;248.6;2018-10
ID;227.1;2018-10
IL;404.1;2018-10
IN;382.3;2018-10
IA;250.1;2018-10
KS;439;2018-10
KY;211.9;2018-10
LA;537.5;2018-10
ME;112.1;2018-10
MD;468.7;2018-10
MA;338.1;2018-10
MI;449.4;2018-10
MN;220.4;2018-10
MS;234.4;2018-10
MO;502.1;2018-10
MT;374.1;2018-10
NE;284.8;2018-10
NV;541.1;2018-10
NH;173.2;2018-10
NJ;208.1;2018-10
NM;856.6;2018-10
NY;350.5;2018-10
NC;377.6;2018-10
ND;280.6;2018-10
OH;279.9;2018-10
OK;466.1;2018-10
OR;285.5;2018-10
PA;306;2018-10
RI;219.1;2018-10
SC;488.3;2018-10
SD;404.7;2018-10
TN;623.7;2018-10
TX;410.9;2018-10
UT;233.1;2018-10
VT;172;2018-10
VA;200;2018-10
WA;311.5;2018-10
WV;289.9;2018-10
WI;295.4;2018-10
WY;212.2;2018-10
AL;519.6;2018-11
AK;885;2018-11
AZ;474.9;2018-11
AR;543.6;2018-11
CA;447.4;2018-11
CO;397.2;2018-11
CT;207.4;2018-11
DE;423.6;2018-11
FL;384.9;2018-11
GA;326.6;2018-11
HI;248.6;2018-11
ID;227.1;2018-11
IL;404.1;2018-11
IN;382.3;2018-11
IA;250.1;2018-11
KS;439;2018-11
KY;211.9;2018-11
LA;537.5;2018-11
ME;112.1;2018-11
MD;468.7;2018-11
MA;338.1;2018-11
MI;449.4;2018-11
MN;220.4;2018-11
MS;234.4;2018-11
MO;502.1;2018-11
MT;374.1;2018-11
NE;284.8;2018-11
NV;541.1;2018-11
NH;173.2;2018-11
NJ;208.1;2018-11
NM;856.6;2018-11
NY;350.5;2018-11
NC;377.6;2018-11
ND;280.6;2018-11
OH;279.9;2018-11
OK;466.1;2018-11
OR;285.5;2018-11
PA;306;2018-11
RI;219.1;2018-11
